,Search Term,vegan near me
0,2012-11-24,0.0
1,2012-12-01,0.0
2,2012-12-08,0.0
3,2012-12-15,0.0
4,2012-12-22,0.0
5,2012-12-29,0.0
6,2013-01-05,0.5458298627458082
7,2013-01-12,0.0
8,2013-01-19,0.0
9,2013-01-26,0.0
10,2013-02-02,0.5458298627458082
11,2013-02-09,0.0
12,2013-02-16,0.5458298627458082
13,2013-02-23,0.0
14,2013-03-02,0.36388657516387213
15,2013-03-09,0.0
16,2013-03-16,0.0
17,2013-03-23,0.7277731503277443
18,2013-03-30,0.36388657516387213
19,2013-04-06,0.0
20,2013-04-13,0.5458298627458082
21,2013-04-20,0.0
22,2013-04-27,0.7277731503277443
23,2013-05-04,0.0
24,2013-05-11,0.0
25,2013-05-18,0.36388657516387213
26,2013-05-25,0.0
27,2013-06-01,0.5458298627458082
28,2013-06-08,0.0
29,2013-06-15,0.0
30,2013-06-22,0.5458298627458082
31,2013-06-29,0.0
32,2013-07-06,0.5458298627458082
33,2013-07-13,0.36388657516387213
34,2013-07-20,0.5458298627458082
35,2013-07-27,0.0
36,2013-08-03,0.5458298627458082
37,2013-08-10,0.5458298627458082
38,2013-08-17,0.5458298627458082
39,2013-08-24,0.5458298627458082
40,2013-08-31,0.5458298627458082
41,2013-09-07,0.36388657516387213
42,2013-09-14,0.5458298627458082
43,2013-09-21,0.5458298627458082
44,2013-09-28,0.5458298627458082
45,2013-10-05,0.5458298627458082
46,2013-10-12,0.5458298627458082
47,2013-10-19,0.5458298627458082
48,2013-10-26,0.5458298627458082
49,2013-11-02,0.7277731503277443
50,2013-11-09,0.5458298627458082
51,2013-11-16,0.5458298627458082
52,2013-11-23,0.5458298627458082
53,2013-11-30,0.5458298627458082
54,2013-12-07,0.36388657516387213
55,2013-12-14,0.5458298627458082
56,2013-12-21,0.0
57,2013-12-28,0.9097164379096803
58,2014-01-04,0.7277731503277443
59,2014-01-11,0.5458298627458082
60,2014-01-18,0.7277731503277443
61,2014-01-25,0.7277731503277443
62,2014-02-01,0.9097164379096803
63,2014-02-08,0.7277731503277443
64,2014-02-15,1.0916597254916165
65,2014-02-22,0.9097164379096803
66,2014-03-01,0.9097164379096803
67,2014-03-08,1.2736030130735525
68,2014-03-15,1.2736030130735525
69,2014-03-22,1.0916597254916165
70,2014-03-29,1.0916597254916165
71,2014-04-05,1.2736030130735525
72,2014-04-12,1.4555463006554885
73,2014-04-19,1.0916597254916165
74,2014-04-26,1.0916597254916165
75,2014-05-03,1.4555463006554885
76,2014-05-10,1.2736030130735525
77,2014-05-17,1.0916597254916165
78,2014-05-24,1.0916597254916165
79,2014-05-31,1.2736030130735525
80,2014-06-07,0.9097164379096803
81,2014-06-14,1.4555463006554885
82,2014-06-21,0.9097164379096803
83,2014-06-28,1.0916597254916165
84,2014-07-05,1.2736030130735525
85,2014-07-12,0.9097164379096803
86,2014-07-19,1.6374895882374243
87,2014-07-26,1.4555463006554885
88,2014-08-02,1.4555463006554885
89,2014-08-09,1.6374895882374243
90,2014-08-16,1.8194328758193605
91,2014-08-23,1.4555463006554885
92,2014-08-30,1.6374895882374243
93,2014-09-06,1.2736030130735525
94,2014-09-13,2.0013761634012965
95,2014-09-20,2.0013761634012965
96,2014-09-27,1.8194328758193605
97,2014-10-04,2.0013761634012965
98,2014-10-11,1.6374895882374243
99,2014-10-18,1.8194328758193605
100,2014-10-25,1.8194328758193605
101,2014-11-01,1.6374895882374243
102,2014-11-08,1.2736030130735525
103,2014-11-15,1.4555463006554885
104,2014-11-22,1.2736030130735525
105,2014-11-29,1.2736030130735525
106,2014-12-06,1.2736030130735525
107,2014-12-13,1.2736030130735525
108,2014-12-20,1.6374895882374243
109,2014-12-27,2.0013761634012965
110,2015-01-03,1.6374895882374243
111,2015-01-10,1.4555463006554885
112,2015-01-17,1.4555463006554885
113,2015-01-24,1.8194328758193605
114,2015-01-31,1.4555463006554885
115,2015-02-07,1.6374895882374243
116,2015-02-14,2.183319450983233
117,2015-02-21,2.365262738565169
118,2015-02-28,2.911092601310977
119,2015-03-07,2.547206026147105
120,2015-03-14,2.729149313729041
121,2015-03-21,2.547206026147105
122,2015-03-28,3.093035888892913
123,2015-04-04,2.911092601310977
124,2015-04-11,2.365262738565169
125,2015-04-18,2.0013761634012965
126,2015-04-25,2.911092601310977
127,2015-05-02,2.729149313729041
128,2015-05-09,3.093035888892913
129,2015-05-16,2.911092601310977
130,2015-05-23,2.729149313729041
131,2015-05-30,3.093035888892913
132,2015-06-06,3.093035888892913
133,2015-06-13,3.456922464056785
134,2015-06-20,4.002752326802593
135,2015-06-27,4.366638901966466
136,2015-07-04,4.5485821895484015
137,2015-07-11,4.730525477130338
138,2015-07-18,4.730525477130338
139,2015-07-25,5.09441205229421
140,2015-08-01,5.458298627458082
141,2015-08-08,5.276355339876146
142,2015-08-15,5.276355339876146
143,2015-08-22,5.09441205229421
144,2015-08-29,4.1846956143845295
145,2015-09-05,4.1846956143845295
146,2015-09-12,4.1846956143845295
147,2015-09-19,4.5485821895484015
148,2015-09-26,4.730525477130338
149,2015-10-03,4.5485821895484015
150,2015-10-10,5.276355339876146
151,2015-10-17,4.730525477130338
152,2015-10-24,4.912468764712274
153,2015-10-31,5.09441205229421
154,2015-11-07,5.640241915040018
155,2015-11-14,4.5485821895484015
156,2015-11-21,4.730525477130338
157,2015-11-28,4.366638901966466
158,2015-12-05,5.276355339876146
159,2015-12-12,6.186071777785826
160,2015-12-19,6.7319016405316345
161,2015-12-26,8.733277803932932
162,2016-01-02,7.095788215695506
163,2016-01-09,8.005504653605186
164,2016-01-16,7.641618078441315
165,2016-01-23,7.277731503277442
166,2016-01-30,7.277731503277442
167,2016-02-06,7.459674790859379
168,2016-02-13,8.187447941187123
169,2016-02-20,8.733277803932932
170,2016-02-27,8.915221091514868
171,2016-03-05,8.733277803932932
172,2016-03-12,10.370767392170356
173,2016-03-19,11.644370405243908
174,2016-03-26,10.370767392170356
175,2016-04-02,10.916597254916164
176,2016-04-09,11.462427117661973
177,2016-04-16,12.190200267989717
178,2016-04-23,11.0985405424981
179,2016-04-30,12.008256980407781
180,2016-05-07,12.190200267989717
181,2016-05-14,12.91797341831746
182,2016-05-21,13.099916705899394
183,2016-05-28,14.009633143809078
184,2016-06-04,14.373519718972949
185,2016-06-11,15.101292869300693
186,2016-06-18,13.645746568645203
187,2016-06-25,13.281859993481335
188,2016-07-02,14.009633143809078
189,2016-07-09,13.82768985622714
190,2016-07-16,16.55683916995618
191,2016-07-23,16.738782457538118
192,2016-07-30,14.555463006554884
193,2016-08-06,14.191576431391011
194,2016-08-13,14.373519718972949
195,2016-08-20,16.374895882374247
196,2016-08-27,16.738782457538118
197,2016-09-03,15.829066019628439
198,2016-09-10,14.009633143809078
199,2016-09-17,15.28323615688263
200,2016-09-24,15.101292869300693
201,2016-10-01,14.191576431391011
202,2016-10-08,15.101292869300693
203,2016-10-15,14.009633143809078
204,2016-10-22,12.736030130735527
205,2016-10-29,13.645746568645203
206,2016-11-05,14.919349581718757
207,2016-11-12,13.463803281063269
208,2016-11-19,14.73740629413682
209,2016-11-26,12.836477987421386
210,2016-12-03,13.823899371069182
211,2016-12-10,15.79874213836478
212,2016-12-17,17.77358490566038
213,2016-12-24,16.78616352201258
214,2016-12-31,17.77358490566038
215,2017-01-07,15.79874213836478
216,2017-01-14,17.77358490566038
217,2017-01-21,15.79874213836478
218,2017-01-28,15.79874213836478
219,2017-02-04,16.78616352201258
220,2017-02-11,19.748427672955977
221,2017-02-18,18.761006289308177
222,2017-02-25,19.748427672955977
223,2017-03-04,19.748427672955977
224,2017-03-11,20.735849056603772
225,2017-03-18,21.72327044025157
226,2017-03-25,22.71069182389937
227,2017-04-01,21.72327044025157
228,2017-04-08,23.69811320754717
229,2017-04-15,20.735849056603772
230,2017-04-22,18.761006289308177
231,2017-04-29,19.748427672955977
232,2017-05-06,20.735849056603772
233,2017-05-13,21.72327044025157
234,2017-05-20,22.71069182389937
235,2017-05-27,27.647798742138363
236,2017-06-03,25.672955974842772
237,2017-06-10,26.660377358490567
238,2017-06-17,29.62264150943396
239,2017-06-24,34.55974842767296
240,2017-07-01,39.49685534591195
241,2017-07-08,41.471698113207545
242,2017-07-15,46.40880503144654
243,2017-07-22,42.459119496855344
244,2017-07-29,49.37106918238994
245,2017-08-05,50.35849056603774
246,2017-08-12,49.37106918238994
247,2017-08-19,44.43396226415094
248,2017-08-26,47.39622641509434
249,2017-09-02,44.43396226415094
250,2017-09-09,41.471698113207545
251,2017-09-16,41.471698113207545
252,2017-09-23,37.522012578616355
253,2017-09-30,42.459119496855344
254,2017-10-07,40.484276729559745
255,2017-10-14,39.49685534591195
256,2017-10-21,38.509433962264154
257,2017-10-28,38.509433962264154
258,2017-11-04,37.522012578616355
259,2017-11-11,36.534591194968556
260,2017-11-18,37.522012578616355
261,2017-11-25,35.54716981132076
262,2017-12-02,33.57232704402516
263,2017-12-09,33.57232704402516
264,2017-12-16,38.509433962264154
265,2017-12-23,40.484276729559745
266,2017-12-30,40.484276729559745
267,2018-01-06,40.484276729559745
268,2018-01-13,44.43396226415094
269,2018-01-20,45.42138364779874
270,2018-01-27,37.522012578616355
271,2018-02-03,41.471698113207545
272,2018-02-10,48.38364779874214
273,2018-02-17,47.39622641509434
274,2018-02-24,44.43396226415094
275,2018-03-03,46.40880503144654
276,2018-03-10,51.345911949685544
277,2018-03-17,45.42138364779874
278,2018-03-24,52.33333333333333
279,2018-03-31,48.38364779874214
280,2018-04-07,47.39622641509434
281,2018-04-14,47.39622641509434
282,2018-04-21,44.43396226415094
283,2018-04-28,42.459119496855344
284,2018-05-05,38.509433962264154
285,2018-05-12,43.44654088050314
286,2018-05-19,43.44654088050314
287,2018-05-26,46.40880503144654
288,2018-06-02,47.39622641509434
289,2018-06-09,52.33333333333333
290,2018-06-16,53.320754716981135
291,2018-06-23,56.283018867924525
292,2018-06-30,55.295597484276726
293,2018-07-07,55.295597484276726
294,2018-07-14,54.308176100628934
295,2018-07-21,56.283018867924525
296,2018-07-28,58.257861635220124
297,2018-08-04,56.283018867924525
298,2018-08-11,57.27044025157233
299,2018-08-18,57.27044025157233
300,2018-08-25,52.33333333333333
301,2018-09-01,53.320754716981135
302,2018-09-08,49.37106918238994
303,2018-09-15,50.35849056603774
304,2018-09-22,47.39622641509434
305,2018-09-29,49.37106918238994
306,2018-10-06,53.320754716981135
307,2018-10-13,50.35849056603774
308,2018-10-20,48.38364779874214
309,2018-10-27,48.38364779874214
310,2018-11-03,48.38364779874214
311,2018-11-10,45.42138364779874
312,2018-11-17,46.40880503144654
313,2018-11-24,45.42138364779874
314,2018-12-01,51.345911949685544
315,2018-12-08,48.38364779874214
316,2018-12-15,57.27044025157233
317,2018-12-22,58.257861635220124
318,2018-12-29,61.22012578616353
319,2019-01-05,54.308176100628934
320,2019-01-12,50.35849056603774
321,2019-01-19,54.308176100628934
322,2019-01-26,51.345911949685544
323,2019-02-02,51.345911949685544
324,2019-02-09,52.33333333333333
325,2019-02-16,56.283018867924525
326,2019-02-23,50.35849056603774
327,2019-03-02,51.345911949685544
328,2019-03-09,56.283018867924525
329,2019-03-16,58.257861635220124
330,2019-03-23,58.257861635220124
331,2019-03-30,59.24528301886792
332,2019-04-06,60.23270440251572
333,2019-04-13,67.14465408805032
334,2019-04-20,54.308176100628934
335,2019-04-27,60.23270440251572
336,2019-05-04,62.20754716981132
337,2019-05-11,61.22012578616353
338,2019-05-18,60.23270440251572
339,2019-05-25,67.14465408805032
340,2019-06-01,69.11949685534591
341,2019-06-08,69.11949685534591
342,2019-06-15,71.09433962264151
343,2019-06-22,76.03144654088051
344,2019-06-29,78.00628930817611
345,2019-07-06,70.10691823899371
346,2019-07-13,78.00628930817611
347,2019-07-20,77.01886792452831
348,2019-07-27,78.00628930817611
349,2019-08-03,82.94339622641509
350,2019-08-10,80.96855345911949
351,2019-08-17,74.05660377358491
352,2019-08-24,70.10691823899371
353,2019-08-31,69.11949685534591
354,2019-09-07,62.20754716981132
355,2019-09-14,64.18238993710692
356,2019-09-21,63.19496855345912
357,2019-09-28,63.19496855345912
358,2019-10-05,62.20754716981132
359,2019-10-12,61.22012578616353
360,2019-10-19,72.08176100628931
361,2019-10-26,76.03144654088051
362,2019-11-02,71.09433962264151
363,2019-11-09,78.00628930817611
364,2019-11-16,80.96855345911949
365,2019-11-23,74.05660377358491
366,2019-11-30,61.22012578616353
367,2019-12-07,65.16981132075472
368,2019-12-14,69.11949685534591
369,2019-12-21,78.9937106918239
370,2019-12-28,98.74213836477988
371,2020-01-04,86.89308176100629
372,2020-01-11,82.94339622641509
373,2020-01-18,86.89308176100629
374,2020-01-25,77.0
375,2020-02-01,74.0
376,2020-02-08,81.0
377,2020-02-15,89.0
378,2020-02-22,72.0
379,2020-02-29,78.0
380,2020-03-07,62.0
381,2020-03-14,34.0
382,2020-03-21,21.0
383,2020-03-28,23.0
384,2020-04-04,25.0
385,2020-04-11,26.0
386,2020-04-18,28.000000000000004
387,2020-04-25,35.0
388,2020-05-02,36.0
389,2020-05-09,40.0
390,2020-05-16,45.0
391,2020-05-23,46.0
392,2020-05-30,50.0
393,2020-06-06,56.00000000000001
394,2020-06-13,59.0
395,2020-06-20,59.0
396,2020-06-27,71.0
397,2020-07-04,63.0
398,2020-07-11,68.0
399,2020-07-18,69.0
400,2020-07-25,73.0
401,2020-08-01,73.0
402,2020-08-08,80.0
403,2020-08-15,76.0
404,2020-08-22,72.0
405,2020-08-29,76.0
406,2020-09-05,72.0
407,2020-09-12,67.0
408,2020-09-19,66.0
409,2020-09-26,67.0
410,2020-10-03,62.0
411,2020-10-10,61.0
412,2020-10-17,57.99999999999999
413,2020-10-24,56.00000000000001
414,2020-10-31,47.0
415,2020-11-07,56.00000000000001
416,2020-11-14,50.0
417,2020-11-21,51.0
418,2020-11-28,48.0
419,2020-12-05,51.0
420,2020-12-12,51.0
421,2020-12-19,55.00000000000001
422,2020-12-26,60.0
423,2021-01-02,60.0
424,2021-01-09,65.0
425,2021-01-16,63.0
426,2021-01-23,56.00000000000001
427,2021-01-30,54.0
428,2021-02-06,57.99999999999999
429,2021-02-13,59.0
430,2021-02-20,64.0
431,2021-02-27,57.99999999999999
432,2021-03-06,72.0
433,2021-03-13,73.0
434,2021-03-20,74.0
435,2021-03-27,85.0
436,2021-04-03,82.0
437,2021-04-10,75.0
438,2021-04-17,81.0
439,2021-04-24,76.0
440,2021-05-01,79.0
441,2021-05-08,82.0
442,2021-05-15,78.0
443,2021-05-22,82.0
444,2021-05-29,89.0
445,2021-06-05,85.0
446,2021-06-12,94.0
447,2021-06-19,92.0
448,2021-06-26,93.0
449,2021-07-03,92.0
450,2021-07-10,94.0
451,2021-07-17,100.0
452,2021-07-24,90.0
453,2021-07-31,92.0
454,2021-08-07,93.0
455,2021-08-14,92.0
456,2021-08-21,86.0
457,2021-08-28,74.0
458,2021-09-04,80.0
459,2021-09-11,78.0
460,2021-09-18,80.0
461,2021-09-25,75.0
462,2021-10-02,73.0
463,2021-10-09,76.0
464,2021-10-16,74.0
465,2021-10-23,67.0
466,2021-10-30,69.0
467,2021-11-06,68.0
468,2021-11-13,68.0
469,2021-11-20,65.0
470,2021-11-27,60.0
471,2021-12-04,66.0
472,2021-12-11,65.0
473,2021-12-18,69.0
474,2021-12-25,73.0
475,2022-01-01,54.0
476,2022-01-08,56.99999999999999
477,2022-01-15,53.0
478,2022-01-22,52.0
479,2022-01-29,52.0
480,2022-02-05,56.00000000000001
481,2022-02-12,64.0
482,2022-02-19,60.0
483,2022-02-26,64.0
484,2022-03-05,61.0
485,2022-03-12,66.0
486,2022-03-19,68.0
487,2022-03-26,64.0
488,2022-04-02,68.0
489,2022-04-09,70.0
490,2022-04-16,62.0
491,2022-04-23,62.0
492,2022-04-30,65.0
493,2022-05-07,61.0
494,2022-05-14,54.0
495,2022-05-21,57.99999999999999
496,2022-05-28,62.0
497,2022-06-04,60.0
498,2022-06-11,64.0
499,2022-06-18,65.0
500,2022-06-25,64.0
501,2022-07-02,71.0
502,2022-07-09,65.0
503,2022-07-16,63.0
504,2022-07-23,59.0
505,2022-07-30,61.0
506,2022-08-06,63.0
507,2022-08-13,62.0
508,2022-08-20,56.00000000000001
509,2022-08-27,56.99999999999999
510,2022-09-03,51.0
511,2022-09-10,50.0
512,2022-09-17,50.0
513,2022-09-24,51.0
514,2022-10-01,48.0
515,2022-10-08,51.0
516,2022-10-15,47.0
517,2022-10-22,49.0
518,2022-10-29,49.0
519,2022-11-05,46.0
520,2022-11-12,46.0
521,2022-11-19,43.0
522,2022-11-26,39.0
523,2022-12-03,43.0
524,2022-12-10,46.0
525,2022-12-17,48.0
526,2022-12-24,50.0
527,2022-12-31,51.0
528,2023-01-07,50.0
529,2023-01-14,51.0
530,2023-01-21,47.0
531,2023-01-28,44.0
532,2023-02-04,46.0
533,2023-02-11,48.0
534,2023-02-18,52.0
535,2023-02-25,46.0
536,2023-03-04,50.0
537,2023-03-11,55.00000000000001
538,2023-03-18,52.0
539,2023-03-25,46.0
540,2023-04-01,55.00000000000001
541,2023-04-08,48.0
542,2023-04-15,47.0
543,2023-04-22,46.0
544,2023-04-29,50.0
545,2023-05-06,45.0
546,2023-05-13,47.0
547,2023-05-20,50.0
548,2023-05-27,55.00000000000001
549,2023-06-03,49.0
550,2023-06-10,56.00000000000001
551,2023-06-17,55.00000000000001
552,2023-06-24,56.99999999999999
553,2023-07-01,61.0
554,2023-07-08,52.0
555,2023-07-15,52.0
556,2023-07-22,51.0
557,2023-07-29,50.0
558,2023-08-05,51.0
559,2023-08-12,49.0
560,2023-08-19,44.0
561,2023-08-26,46.0
562,2023-09-02,45.0
563,2023-09-09,39.0
564,2023-09-16,40.0
565,2023-09-23,43.0
566,2023-09-30,39.0
567,2023-10-07,41.0
568,2023-10-14,40.0
569,2023-10-21,35.0
570,2023-10-28,39.0
571,2023-11-04,39.0
572,2023-11-11,43.0
573,2023-11-18,39.0
574,2023-11-25,36.0
575,2023-12-02,39.0
576,2023-12-09,38.0
577,2023-12-16,46.0
578,2023-12-23,44.0
579,2023-12-30,49.0
580,2024-01-06,40.0
581,2024-01-13,40.0
582,2024-01-20,42.0
583,2024-01-27,44.0
584,2024-02-03,39.0
585,2024-02-10,44.0
586,2024-02-17,40.0
587,2024-02-24,40.0
588,2024-03-02,39.0
589,2024-03-09,43.0
590,2024-03-16,42.0
591,2024-03-23,45.0
592,2024-03-30,44.0
593,2024-04-06,41.0
594,2024-04-13,43.0
595,2024-04-20,42.0
596,2024-04-27,40.0
597,2024-05-04,42.0
598,2024-05-11,36.0
599,2024-05-18,40.0
600,2024-05-25,39.0
